user_id,predict
2,0.0
7,486.9653496268764
15,0.0
18,276.0090997589275
23,0.0
26,0.0
27,0.0
30,0.0
34,0.0
37,0.0
44,188.9895746806327
45,3.37195119307497
47,0.0
48,0.0
52,168.2190965029624
53,268.8933878108397
55,52.514990919035796
58,0.0
59,18.44320210440083
61,71.58852443985182
63,0.0
67,193.74416097075232
75,0.0
80,16.4750238841577
96,0.0
102,0.0
104,0.0
110,7.07842484625587
112,3.98585641459937
118,5.7274233222497
131,0.0
132,8.75310758837811
133,3.6093642475487
141,0.0
143,131.52226803683058
145,0.0
147,49.95348319741383
148,0.0
150,0.0
151,0.0
152,0.0
154,0.0
166,0.0
168,1228.486443179054
169,0.0
173,0.0
176,227.9754881709711
179,60.7246990362612
183,0.0
186,0.0
187,0.0
196,0.0
197,84.33608818913791
198,377.5880055392235
203,744.7696539744743
209,91.0872449348445
213,0.0
217,0.0
221,0.0
231,103.34442528283438
239,0.0
243,0.0
244,27.4944109659214
247,0.0
258,30.4626101905986
260,5.44211736068859
263,1131.2907689814047
264,0.0
267,0.0
272,23.61629954042177
280,62.5457922011934
281,0.0
283,91.59769605253831
286,480.05920058052817
288,145.62900820575194
290,4.65506307377942
292,0.0
293,24.2506858255528
298,291.84700310975705
300,54.5127317313423
304,110.411693934151
309,61.80527279677873
310,0.0
312,0.0
313,0.0
315,56.706537250616755
316,0.0
320,0.0
323,203.0303061061371
324,0.0
332,28.066960940976813
333,16.45237724202492
344,0.0
352,0.0
354,0.0
355,40.3181129222085
356,0.0
360,0.0
366,0.0
367,4.00723642355707
370,176.72763590057838
374,0.0
375,0.0
376,0.0
378,143.69983564007896
381,85.04442812264436
382,63.757046339756755
384,0.0
386,0.0
387,100.043810314267
388,0.0
389,0.0
390,0.0
393,0.0
394,328.0338366081713
396,3.90393741966065
397,24.426201955736403
399,415.512959819815
400,22.3900639053836
401,0.0
402,74.48841341512632
403,10.2297488337895
406,0.0
411,0.0
414,255.05449722928032
415,20.4060678574449
417,1.86996189546831
424,229.652870568941
431,68.43259311682692
432,59.832986286982596
437,165.5260012195695
439,0.0
441,6.25644200394326
442,136.5748959764781
446,0.0
451,178.03624635350047
457,22.3675780401398
458,0.0
466,0.0
468,141.31993791541313
469,1233.7679774510145
471,85.3716207198276
473,155.12964509006153
474,90.5393209931976
483,35.6972793855123
489,0.0
503,31.9114218885875
515,0.0
517,137.89619733974217
519,0.0
522,8.36121237145264
529,101.017463424298
532,125.9191045986212
535,0.0
536,0.0
540,195.035442637779
543,133.8274731808403
546,0.0
550,58.7046809052284
551,0.0
552,0.0
555,41.332460695126
557,0.0
558,51.2191976385484
564,0.0
569,0.0
578,0.0
581,0.0
587,524.7033683254228
590,11.55521130822406
598,6.17003251381188
599,139.09352330604207
603,0.0
604,0.0
610,15.82109162169489
613,337.38821954889096
617,26.666422434373843
626,0.0
628,33.0387352754529
631,0.0
632,0.0
633,223.4445469918955
640,0.0
647,0.0
651,191.91793815322396
652,66.73911279449351
